_package_filename,evidence_id,source_id,evidence_type,country_or_region,setting_or_context,stage_or_process_step,topic_category,condition_or_issue,finding,what_happened,what_was_missed_or_identified,pain_point_or_failure_mode,research_topic,person_or_group_involved,what_was_identified,what_was_missed,cause_or_contributing_factor,outcome_or_consequence,evidence_quality,source_url_or_identifier,product_or_system_implication,notes,date_packaged,_package_tag,_internal_path
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E051,S53,workflow finding,US,specialist clinic / rare disease,repeat visit; specialist review; imaging/genetic/special testing,rare disease delay; patient self-advocacy required; no one connected the dots,rare congenital/neurologic condition,Rare disease patients often carry the pattern across disconnected visits themselves.,Patient story describes self-advocacy leading to specialist programme review and eventual rare diagnosis after decades.,,,Real health-system patient flows for identifying health issues,"patient, specialist programme, neurosurgeon",Missed/delayed: rare diagnosis across many earlier encounters.,Missed/delayed: rare diagnosis across many earlier encounters.,rare disease delay; patient self-advocacy required; no one connected the dots,about 30 years,low,https://rarediseases.org/undiagnosed-when-your-rare-diagnosis-comes-30-years-late/,Give patients a longitudinal symptom/problem timeline they can share across systems.,"Patient story, useful for unusual-flow capture; low generalizability.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E052,S54,workflow finding,UK,primary care / chronic disease,medical history; lab interpretation; diagnosis discussion,chronic illness invalidation; lab trend missed; documentation error,chronic kidney disease,Chronic illness identification can fail even when data exists if communication/records are not visible.,"Advocacy patient stories describe how CKD diagnosis experiences can involve communication problems, dismissed symptoms and records not seen.",,,Real health-system patient flows for identifying health issues,"GP/clinician, patient, kidney service",Missed/delayed: chronic disease recognition or patient understanding.,Missed/delayed: chronic disease recognition or patient understanding.,chronic illness invalidation; lab trend missed; documentation error,varies,low,https://kidneycareuk.org/kidney-disease-information/your-stories/ckd-diagnosis-experiences/,Pair lab trend alerts with patient-facing explanations and record visibility checks.,"Patient-story source; useful qualitative signal, not a systematic estimate.",2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz,E053,S56,workflow finding,US,primary care,first clinician assessment; medical history; physical exam; labs ordered,incomplete history; physical exam missed; repeated visits ignored,varied common diseases with potential harm,The highest-yield diagnostic signals may appear only after a return visit or hospitalization.,Study identified primary-care diagnostic errors using EHR triggers such as unplanned hospitalization/return visits/ED visits after index primary-care encounter.,,,Real health-system patient flows for identifying health issues,"primary-care clinician, EHR triggers/reviewers","Missed/delayed: common diseases; process breakdowns in patient-practitioner encounter, history, exam and workup ordering.","Missed/delayed: common diseases; process breakdowns in patient-practitioner encounter, history, exam and workup ordering.",incomplete history; physical exam missed; repeated visits ignored,varies,high,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/1656540,Use trigger tools to surface unplanned returns after recent visits and prompt diagnostic review.,Peer-reviewed diagnostic-error study; old but foundational.,2026-05-30,health_system_patient_flows,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-001,unknown,case/example,United States,primary care; specialist clinic; hospital inpatient,medical history; labs ordered; lab interpretation; referral; repeat visit,unknown,Colon cancer after iron-deficiency anemia,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Primary care physician; gastroenterologist,unknown,unknown,Prior normal test created false reassurance while anemia persisted.,unknown,high,https://psnet.ahrq.gov/web-mm/anemia-and-delayed-colon-cancer-diagnosis,Build longitudinal anemia trend + prior-normal-test guardrail that asks: does this old test still explain today's signal?,Diagnostic vs screening colonoscopy distinction matters in symptomatic elderly patients.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-002,unknown,case/example,United States,primary care; specialist clinic; hospital outpatient,medical history; first clinician assessment; referral; specialist review,unknown,Endometriosis,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Primary care physician; gastroenterologist; gynecologist; surgeon,unknown,unknown,Severe cyclic pain normalized and split between GI and gynecology.,unknown,high,https://psnet.ahrq.gov/web-mm/endometriosis-common-and-commonly-missed-and-delayed-diagnosis,"Create menstrual + GI timeline capture, severity thresholds, and cross-specialty prompts for persistent dysmenorrhea.",Case shows patient and mother advocacy as a diagnostic driver.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-003,unknown,case/example,United States,emergency department; primary care; specialist clinic,first clinician assessment; labs/imaging interpretation; referral; repeat visit,unknown,Paroxysmal supraventricular tachycardia (PSVT),unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED clinicians; primary care physician; psychiatrist; cardiologist,unknown,unknown,Intermittent conditions can disappear during testing and become labeled psychiatric.,unknown,high,https://psnet.ahrq.gov/web-mm/paroxysmal-supraventricular-tachycardia-masquerading-panic-attacks,Offer event-triggered monitoring workflows and a 'normal when asymptomatic' warning for episodic cardiopulmonary complaints.,"Source notes PSVT symptoms are often attributed to panic/anxiety, especially in women.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-004,unknown,case/example,United States,emergency department; specialist clinic; hospital inpatient,first clinician assessment; imaging ordered; imaging interpretation; repeat visit; emergency escalation,unknown,Spinal epidural abscess,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED physician; orthopedic surgeon; neurosurgeon,unknown,unknown,Imaging a local region created false closure while symptoms progressed.,unknown,high,https://psnet.ahrq.gov/web-mm/spinal-epidural-abscess,Add imaging-scope alerts: negative limited MRI should not close diagnosis when pain/red flags are anatomically discordant.,Classic SEA triad is often absent early; severe/progressive symptoms matter.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-005,unknown,case/example,United States,primary care; specialist clinic; emergency department,medical history; specialist review; labs ordered; follow-up; emergency escalation,unknown,Obstructive uropathy / renal failure from BPH,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Primary care physician; urology physician assistant; ED clinicians,unknown,unknown,A high-risk measurement lacked immediate safety action and patient education.,unknown,high,https://psnet.ahrq.gov/web-mm/renal-failure-due-benign-prostatic-hyperplasia,"Create hard-stop follow-up for extreme post-void residual: creatinine, catheter plan, teach-back, and owner assignment.",Case shows relational rupture causing loss to follow-up.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-006,unknown,case/example,United States,emergency department,nurse triage; vitals; first clinician assessment; labs/imaging ordered; discharge; repeat visit,unknown,Pediatric sepsis / bacterial pneumonia / empyema,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED clinicians; EMS,unknown,unknown,"Sepsis signal was fragmented across vitals, symptoms, labs, and repeat visits.",unknown,high,https://psnet.ahrq.gov/web-mm/do-not-miss-sepsis-needles-viral-haystacks,"Implement pediatric repeat-visit sepsis detector combining vitals, respiratory symptoms, labs, and recent discharge history.",A positive strep test may become an anchoring point rather than a complete explanation.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-007,unknown,case/example,United States,emergency department; inpatient ward,arrival; nurse triage; imaging/lab ordered; handoff; follow-up,unknown,ST-elevation myocardial infarction (STEMI),unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",EMS; ED clinicians; inpatient clinicians; cardiology,unknown,unknown,A critical prehospital data point failed to enter the ED decision stream.,unknown,high,https://psnet.ahrq.gov/web-mm/missing-ecg-and-missed-diagnosis-lead-dangerous-delay,Require EMS ECG ingestion/acknowledgment and serial chest-pain testing checklist when initial high-risk data exists.,Shows how a single missing artifact can reset risk assessment.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-008,unknown,case/example,United States,emergency department; inpatient ward; intensive care,first clinician assessment; imaging interpretation; handoff; emergency escalation,unknown,Pulmonary embolism,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED physician; hospitalist; radiologist; rapid response team; ICU,unknown,unknown,Radiology-text severity and phone handoff did not align with treatment urgency.,unknown,high,https://psnet.ahrq.gov/web-mm/delay-appropriate-diagnosis-and-treatment-leading-death-pulmonary-embolism,Add critical-result semantics: report should classify right-heart strain as escalation-required and track acknowledgment/action.,A partial critical-result phone call can be more dangerous than no call if it downgrades urgency.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-009,unknown,case/example,United States,primary care; emergency department; specialist clinic; inpatient ward,medical history; labs/imaging ordered; referral; follow-up; repeat visit; specialist review,unknown,Chronic mesenteric ischemia,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Primary care clinician; gastroenterologist; covering GI physician; ED surgeon,unknown,unknown,Red-flag weight loss and repeated visits were treated as separate episodes.,unknown,high,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-mesenteric-ischemia,Build a longitudinal weight-loss + abdominal pain pattern recognizer and surface colleague concern as a tracked diagnostic signal.,Case highlights clinician-to-clinician comments as signals that need ownership.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-010,unknown,case/example,United States,emergency department; primary care; inpatient ward,first clinician assessment; physical exam; imaging ordered; discharge; repeat visit,unknown,Appendicitis with perforation/abscess,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED clinician; primary care physician; surgeon,unknown,unknown,Early appendicitis may look benign; delays increase perforation risk.,unknown,high,https://psnet.ahrq.gov/web-mm/missed-appendicitis,Use abdominal-pain discharge callbacks and return-triggered escalation for persistent or migrating pain.,Atypical or early appendicitis is a classic diagnostic-error pattern.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-011,unknown,case/example,United States,specialist clinic; hospital outpatient,labs ordered; lab interpretation; follow-up; specialist review,unknown,Giant cell arteritis monitoring / relapse risk,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Rheumatologist; covering physician; clinic staff,unknown,unknown,Result ownership broke during absence coverage and ambiguous patient identification.,unknown,high,https://psnet.ahrq.gov/web-mm/out-sight-out-mind-out-office-test-result-management,"Enforce patient-identifier confirmation, abnormal-result task persistence, and coverage acknowledgment until action completed.","Out-of-office workflows are diagnostic-safety workflows, not clerical side effects.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-012,unknown,case/example,United States,inpatient ward; discharge; follow-up,lab interpretation; discharge; handoff; follow-up,unknown,Listeria bacteremia,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Laboratory staff; bedside nurse; attending physician; primary team,unknown,unknown,Pending microbiology result changed after patient left the hospital.,unknown,high,https://psnet.ahrq.gov/web-mm/delayed-recognition-positive-blood-culture,"Create post-discharge microbiology result queue with accountable owner, escalation, and contamination-vs-pathogen context.","This is a success after delayed recognition, because readmission and treatment occurred.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-013,unknown,case/example,United States,emergency department; inpatient ward,medical history; labs ordered; lab interpretation; inpatient reassessment,unknown,Thyroid storm,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED clinicians; inpatient team; hospitalist,unknown,unknown,Social/medication access history was clinically central but not integrated into emergency diagnosis.,unknown,high,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-endocrinologic-emergencies,Connect medication nonadherence due to cost + vital-sign pattern + pending labs into endocrine emergency alerts.,Medication access problems can be diagnostic clues.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-014,unknown,case/example,United States,emergency department; inpatient ward; repeat admissions,repeat visit; medical history; lab interpretation; long-term monitoring,unknown,Myxedema coma / severe hypothyroidism,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Multiple inpatient teams; later recognizing physician,unknown,unknown,Repeated admissions became a loop of familiar diagnoses rather than a trigger for diagnostic reset.,unknown,high,https://psnet.ahrq.gov/web-mm/delayed-diagnosis-endocrinologic-emergencies,Add repeat-admission diagnostic reset that surfaces unresolved abnormal labs and medication-risk links such as amiodarone-thyroid disease.,Included as a repeated-visit/endocrine masking example from same PSNet analysis.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-015,unknown,case/example,United States,emergency department; inpatient ward; specialist clinic; follow-up,labs ordered; lab interpretation; discharge; specialist review; repeat visit,unknown,Myasthenia gravis / myasthenic crisis,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED clinicians; inpatient team; neurologists; PCP,unknown,unknown,A high-signal lab result was available but cognitively invisible across transitions.,unknown,high,https://psnet.ahrq.gov/web-mm/myasthenia-crisis-after-delayed-diagnosis-medically-complex-patient,Flag discordance between finalized lab results and notes that still say 'pending'; require abnormal-result diagnosis reconciliation before discharge.,Complex baseline disability increased masking risk.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-016,unknown,case/example,United States,emergency department; specialist review; inpatient ward,nurse triage; first clinician assessment; imaging ordered; specialist review,unknown,Large-vessel occlusion ischemic stroke,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED clinicians; general neurologist; remote stroke team,unknown,unknown,A past diagnosis became the default explanation for new focal deficits.,unknown,high,https://psnet.ahrq.gov/web-mm/missing-large-vessel-occlusion-stroke-patient-history-seizures,Stroke-first pathway: require LVO exclusion before seizure explanation when focal deficits persist or presentation is high-risk.,A normal noncontrast CT does not rule out early ischemic stroke/LVO.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-017,unknown,case/example,United States,inpatient ward; discharge; skilled nursing facility; repeat admission,imaging interpretation; discharge; follow-up; repeat visit,unknown,Endocarditis / infected pacemaker wires,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Ordering resident; primary inpatient team; cardiology/echo lab; SNF clinicians,unknown,unknown,Pending tests after discharge had no single accountable owner across settings.,unknown,high,https://psnet.ahrq.gov/web-mm/critical-echocardiogram-result-lost-follow,"Discharge-pending-test dashboard with responsible owner, recipient, criticality, and closure proof.","This case bridges hospital, resident workflow, and SNF handoff.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-018,S-005,case/example,England / United Kingdom,emergency department; hospital outpatient; referral,imaging interpretation; discharge; referral; follow-up,unknown,Possible lung cancer or other unexpected significant radiology finding,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Radiologists; ED clinicians; reporting systems; pathway coordinators,unknown,unknown,Multi-step report-to-action chain had no assurance that action happened.,unknown,high,https://www.hssib.org.uk/patient-safety-investigations/failures-in-communication-or-follow-up-of-unexpected-significant-radiological-findings/investigation-report/,Create radiology finding lifecycle: unexpected finding -> recipient acknowledgment -> patient notification -> referral action -> closure.,System-level investigation rather than single patient case; retained because it documents real workflow failures.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-019,S-006,case/example,England / United Kingdom,public health screening; specialist clinic; hospital outpatient,public health screening; lab interpretation; diagnosis discussion; follow-up,unknown,Cervical cancer,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Screening/pathology services; gynecology/clinicians; NHS trust,unknown,unknown,Screening result and symptom follow-up failed over years.,unknown,medium,https://www.independent.co.uk/news/health/cervical-cancer-screens-misdiagnosis-nhs-b2563898.html,"Screening safety layer: patient-visible abnormal-history timeline, second-review triggers, and symptom/result reconciliation.","Use cautiously: source is journalism, but cites legal admission/settlement and trust response.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-020,S-007,case/example,United States,primary care; specialist clinic; telehealth,first clinician assessment; medical history; diagnosis discussion; referral; long-term monitoring,unknown,Long COVID / post-acute sequelae of COVID-19,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Various clinicians across outpatient settings,unknown,unknown,New chronic condition lacked stable diagnostic workflow and validation.,unknown,medium,https://www.sciencedirect.com/science/article/pii/S2667321522001299,Capture patient-generated longitudinal symptom burden and prevent closure solely because routine tests are normal.,Not one case; included as documented patient-voice pattern.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-021,S-008,case/example,International / mostly patient-reported,primary care; emergency department; specialist clinic,medical history; first clinician assessment; referral; specialist review; long-term monitoring,unknown,Dysautonomia / POTS,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases","Primary care, ED clinicians, cardiology/neurology/autonomic specialists",unknown,unknown,A simple orthostatic pattern is missed when symptoms are separated by specialty.,unknown,medium,https://www.dysautonomiainternational.org/page.php?ID=184,Add orthostatic-vital workflow and patient-triggered POTS screener for recurrent tachycardia/dizziness/fatigue complaints.,Survey has advocacy-source limitations but valuable patient voice and numeric delay pattern.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-022,S-009,case/example,England / United Kingdom,primary care; hospital inpatient; home/community visit,before visit; first clinician assessment; inpatient assessment; discharge; long-term monitoring,unknown,Severe ME/CFS with malnutrition/dehydration risk,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",GP; hospital clinicians; family caregiver; coroner/inquest witnesses,unknown,unknown,Functional decline and care needs fell between medical and social-care boundaries.,unknown,medium,https://www.theguardian.com/society/article/2024/jul/22/devon-woman-with-me-asked-gp-to-help-her-get-enough-food-to-live-inquest-hears,"Track functional intake, hydration, and care capacity as clinical red flags, not just social notes.",Highly sensitive case; included with minimal public details.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-023,S-010,case/example,United States,primary care; specialist clinic,medical history; labs ordered; lab interpretation; referral; patient self-advocacy,unknown,Lupus / systemic autoimmune disease,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Several doctors; later rheumatology,unknown,unknown,Basic normal labs blocked deeper autoimmune evaluation despite systemic pattern.,unknown,low,https://www.popsugar.com/health/how-i-got-my-lupus-diagnosis-personal-essay-49345999,"Give patients structured way to upload symptom photos, family history, and flare timelines; flag repeated systemic symptoms even with normal basic labs.","Patient-story evidence; useful for voice/pattern, not incidence.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-024,S-011,case/example,United States,primary care; specialist clinic; inpatient ward; emergency department,medical history; referral; specialist review; repeat visit; emergency escalation,unknown,Crohn's disease / inflammatory bowel disease,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Primary care; GI; eating disorder clinic; hospital clinicians; infectious disease,unknown,unknown,Age/gender assumptions diverted GI disease into behavioral explanation.,unknown,low,https://www.autoimmuneinstitute.org/autoimmune_stories/claires-story-gender-bias-the-long-road-to-diagnosis/,"Use red-flag pediatric/adolescent GI triggers: weight loss, fractures/malnutrition, recurrent admissions, infections, and persistent abdominal pain.",Patient-story evidence; included for bias/young-woman workflow pattern.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-025,S-012,case/example,Ghana,primary care; hospital outpatient; public health screening; traditional/community care,before visit; first clinician assessment; referral; labs/imaging ordered; repeat visit,unknown,Cervical cancer,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Hospital clinicians; traditional providers; patients/families,unknown,unknown,Patients navigated plural care systems with incomplete diagnostic escalation.,unknown,medium,https://doaj.org/article/7ae6f62fe6174a639fc8a63fd8a97cfd,Design culturally aware referral prompts and community-to-clinic escalation tools for persistent gynecologic symptoms.,Important non-US/Europe pattern: hospital misses plus traditional-care pathway.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-026,S-013,case/example,Kenya,community health center; rural clinic; low-resource clinic,before visit; nurse triage; labs ordered; lab interpretation; treatment decision,unknown,Malaria / febrile illness in children,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Caregivers; facility clinicians; laboratory staff,unknown,unknown,Diagnostic availability itself determines whether signals are identified.,unknown,high,https://journals.plos.org/globalpublichealth/article?id=10.1371/journal.pgph.0001532,"Expose stockout-aware decision support: if RDT unavailable, record reason, alternative testing/referral, and follow-up safety net.","Included as low-resource workflow documentation, not a single missed-diagnosis case.",2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-027,S-014,case/example,Mozambique,low-resource clinic; public health screening; community health center,labs ordered; lab interpretation; treatment decision; public health surveillance,unknown,Malaria / febrile illness,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Clinic staff; supply chain; health system managers,unknown,unknown,The diagnostic workflow fails before the patient reaches a test because tests are unavailable.,unknown,high,https://link.springer.com/article/10.1186/1475-2875-13-295,Integrate diagnostic stock telemetry into triage and surveillance; trigger restock/escalation before depletion.,Useful contrast to high-resource failures: missed signals can start in supply chain.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-028,S-015,case/example,"California, United States",emergency department; urgent care; primary care; inpatient ward,first clinician assessment; labs/imaging ordered; repeat visit; diagnosis discussion,unknown,Tuberculosis with COVID-19 co-occurrence or differential,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases","Outpatient, ED, and hospital clinicians; public health investigators",unknown,unknown,A dominant pandemic diagnosis crowded out another high-stakes infectious diagnosis.,unknown,high,https://wwwnc.cdc.gov/eid/article/30/1/23-0924_article,"Differential guardrail for syndromic overlap: when COVID is positive but TB risk/imaging exists, require TB-test decision capture.",Important example of context-driven anchoring.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-029,S-004,case/example,United States,emergency department; specialist clinic,emergency escalation; imaging interpretation; referral; repeat visit,unknown,Lymphangioleiomyomatosis (LAM),unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED clinicians; imaging/radiology; later specialists,unknown,unknown,Unusual imaging pattern lacked a pathway from acute stabilization to rare-disease evaluation.,unknown,medium,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,Turn radiology pattern + demographic + recurrence into referral prompts for rare but serious diseases.,Case catalog gives summary-level details rather than full report.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-030,S-004,case/example,United States,emergency department; urgent care,arrival; first clinician assessment; physical exam; imaging ordered; repeat visit; emergency escalation,unknown,Testicular torsion,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED clinicians; urgent care clinicians; ultrasound/radiology; urology/surgery,unknown,unknown,Adolescent torsion can present with abdominal symptoms and requires time-critical pathway.,unknown,medium,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,"For adolescent male abdominal pain/vomiting, force testicular symptom/exam prompt and urgent ultrasound timer.",Included because it maps a common stage failure: repeat visits without urgent imaging.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-031,S-004,case/example,United States,primary care; emergency department; hospital outpatient,before visit; medical history; referral; follow-up; emergency escalation,unknown,Colon cancer,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",ED/outpatient clinicians; health insurance/access system,unknown,unknown,Access barriers function as diagnostic black zones.,unknown,medium,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,Offer safety-net tracking for uninsured/high-risk patients with family-history red flags and incomplete workups.,Useful access-to-diagnosis example; summary-level detail only.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz,E-032,S-004,case/example,United States,urgent care; primary care; specialist clinic,first clinician assessment; medical history; referral; specialist review; follow-up,unknown,Myasthenia gravis,unknown,unknown,,,"Research B - missed signals, diagnostic errors, and late discovery cases",Urgent care clinician; outpatient clinicians; later specialist,unknown,unknown,Rare neuromuscular disease was hidden inside common constitutional symptoms.,unknown,medium,https://betsylehmancenterma.gov/best-practices/diagnostic-error/case-studies,Use progressive nonspecific-symptom timelines plus neuromuscular checklists before closing as routine fatigue/weight loss.,Summary-level evidence; included for rare disease and elderly missed diagnosis coverage.,2026-05-30,missed_signals_diagnostic_errors,research_evidence_package/02_extracted_evidence/evidence_items.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,E001,S001,case_or_example,UK,hospital / acute assessment,doctor did not listen,doctor did not listen,unresolved symptoms,Dismissal can occur before diagnostic reasoning is complete.,Doctor reportedly restricted history to yes/no answers.,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",patient/family/clinical service,Patient narrative and context not captured.,Patient narrative and context not captured.,Dismissal can occur before diagnostic reasoning is complete.,Emotional harm; clinical outcome unknown.,medium,https://www.careopinion.org.uk/1429947,Capture patient concern verbatim and flag interrupted histories.,Derived from cases_or_examples.csv.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/evidence_items.csv
