_package_filename,case_id,source_id,case_title,country_or_region,setting_or_context,topic_category,condition_or_issue,initial_situation,what_happened,what_was_missed_or_identified,delay_or_timeline,patient_stage_or_workflow_step,failure_or_black_zone_tags,research_topic,outcome_if_known,lesson_or_pattern,product_or_system_implication,source_url_or_identifier,evidence_quality,notes,date_packaged,_package_tag,_internal_path
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C007,S008,Pulmonary embolism missed after clear chest X-ray,"England, UK",out-of-hours GP / ambulance / ED,normal-test trap,pulmonary embolism signs,"Man had breathlessness, fast heart/respiratory rate, low oxygen.",ED diagnosed pneumonia and discharged after clear chest X-ray.,Pulmonary embolism likely missed; PE blood test not done.,death next day,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Patient died; PHSO found likely survival with right treatment.,Discordant tests should not close diagnosis.,Flag pneumonia diagnosis + clear X-ray + PE signs mismatch.,https://www.ombudsman.org.uk/publications/broken-trust-making-patient-safety-more-just-promise-report/broken-trust-our-casework-evidence-clinical-failings,high,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C008,S011,Brian continuity-of-care delayed metastatic cancer diagnosis,"England, UK","GP, out-of-hours GP, ED, oncology",repeat visits ignored,metastatic male breast cancer to spine,Patient had severe back pain after previous breast cancer.,Multiple clinicians saw him over eight months.,Metastatic cancer not identified until spinal lump found.,eight months,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Metastatic cancer diagnosis delayed.,No one connected repeated unresolved symptom pattern.,Create unresolved symptom timeline across clinicians.,https://www.hssib.org.uk/patient-safety-investigations/continuity-of-care-delayed-diagnosis-in-gp-practices/investigation-report/,high,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C009,S012,Child diabetes delayed despite urinalysis,New Zealand,primary care,test not integrated,diabetes in child,Child had two appointments and urinalysis.,Urinalysis did not lead to timely diagnosis.,Diabetes not promptly identified.,unknown,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Delayed diagnosis and risk.,Test completion does not ensure cognitive integration.,Abnormal point-of-care results should interrupt clinician workflow.,https://www.hdc.org.nz/decisions/search-decisions/2023/20hdc02300/,high,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C010,S013,Positive prostate cancer histology not actioned,New Zealand,secondary public hospital / shared clinical information system,abnormal result not followed up,prostate cancer,Positive histology was reported.,Staff did not understand shared clinical information system; result not actioned.,Cancer diagnosis delayed.,about six months,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Delayed diagnosis.,Result ownership failure.,"Assign owner, backup, due date, patient notification.",https://www.hdc.org.nz/decisions/search-decisions/2025/22hdc02105/,high,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C011,S014,Abnormal Bence Jones protein result not followed up,New Zealand,primary care,abnormal result not followed up,possible monoclonal gammopathy / myeloma signal,Abnormal lab result received.,GP marked result but did not inform patient or arrange follow-up.,Abnormal result not acted on.,unknown,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Potential delayed investigation.,Marked/filed is not equivalent to closed.,Require action and patient notification before closure.,https://www.hdc.org.nz/decisions/search-decisions/2012/10hdc01419/,high,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C012,S018,"Endometriosis referral dismissed, later diagnosed",UK,GP to specialist gynecology,gendered dismissal,endometriosis,Patient tracked symptoms and obtained referral.,First specialist belittled concern and pushed hormones; later consultant agreed to diagnosis-first.,Endometriosis found by laparoscopy.,nearly 11 years symptom tracking,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Diagnosis at age 25 in story context.,Patient self-documentation burden.,Bring longitudinal symptom tracker into referral review.,https://www.endometriosis-uk.org/tayas-story,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C013,S019,Severe adolescent symptoms normalized before endometriosis diagnosis,UK,"primary care, fertility clinic, gynecology",normalization,severe endometriosis and adenomyosis,Patient had severe adolescent pelvic symptoms and later infertility.,GP reportedly normalized symptoms and delayed referral.,Severe endometriosis/adenomyosis diagnosed later.,roughly 9 years,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Diagnosis at age 24 in story.,Function loss treated as normal.,Use school/work absence and function loss as severity triggers.,https://www.endometriosis-uk.org/orlas-story,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C014,S022,Blood in stool attributed to IBS/piles before bowel cancer,"England, UK","primary care, screening, colonoscopy",red flag missed,bowel cancer,Patient had blood in stool.,Multiple GP contacts attributed symptoms to IBS/piles; patient said not examined.,Stage 3 bowel cancer diagnosed later.,about 11 months,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Stage 3 diagnosis.,Red flag minimized.,Rectal bleeding should trigger exam/test/referral or documented reason.,https://www.bowelcanceruk.org.uk/how-we-can-help/real-life-stories/personal-experiences/debbie-cameron%2C-merseyside/,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C015,S023,Young bowel cancer patient sent through wrong specialty loop,"England, UK","A&E, gynecology, screening, colonoscopy",wrong specialty / age bias,rectal cancer,"Young patient had urgency, blood in stool, pain.",A&E reportedly dismissed cancer due to age and referred to gynecology.,Rectal cancer identified after screening/colonoscopy.,symptoms worsened over three months,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Stage 2 then stage 3 after lymph node testing.,Age bias and wrong specialty.,Route rectal bleeding/urgency to bowel pathway regardless of age.,https://www.bowelcanceruk.org.uk/how-we-can-help/real-life-stories/younger-people-with-bowel-cancer/sarah-mccollum-surrey/,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C016,S025,Severe back pain dismissed before rare cancer diagnosis,"England, UK","GP, A&E, imaging, oncology",pain minimization,stage 4 angiosarcoma,22-year-old had severe back pain affecting sleep/mobility.,Given analgesics/stretches; questioned for A&E attendance.,Rare metastatic cancer found after scans.,Nov 2024 to Apr 2025,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Stage 4 diagnosis.,Patient felt forced to exaggerate to access imaging.,Escalate severe functional impairment and repeat presentations.,https://people.com/22-year-old-diagnosed-with-terminal-cancer-after-docs-dismiss-symptoms-11855746,low-medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C017,S026,Nigerian patient repeated tests before cervical cancer diagnosis,Nigeria,"clinics/hospitals, labs, gynecology",diagnostic drift,stage 4 cervical cancer,"Patient had fatigue, pelvic pain, bleeding, weight loss.","Repeated infection explanations, antibiotics and inconclusive tests.",Cervical cancer identified by biopsy.,three tough months after worsening noted,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Stage 4 diagnosis.,Unresolved symptoms and costs.,Escalate unresolved multi-system symptoms after inconclusive tests.,https://businessday.ng/health/article/wrong-diagnosis-killing-many-patients-in-nigerian-hospitals/,low-medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz,C018,S037,Thorough doctor listened and explained results,UK,primary care / NHS-linked review,positive example,unspecified symptoms/test results,Patient had consultation and test results/pathway.,"Doctor listened, explained, examined, and considered mental health differential.",Patient felt properly assessed.,same consultation,,,"Research C - Patient complaints, raw quotes, reviews, and experience data about health-system identification failures",Positive experience.,Listening + explanation + exam create trust and safety.,Use as model workflow for assessment templates.,https://www.careopinion.org.uk/1333013,medium,Extracted from completed research packet; review original source before publication.,2026-05-30,patient_complaints_identification_failures,research_evidence_package/02_extracted_evidence/cases_or_examples.csv
