master_evidence_id,record_type,source_package_or_file,internal_id,source_id,topic_or_area,stage_or_layer,fact_or_finding,product_implication_or_interpretation,evidence_quality_or_status,evidence_ref,date_packaged
RF-LI-LI-006,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-006,multiple,Normal-test trap explainer and persistent-symptom safety net,product synthesis,"Normal or old tests can close an encounter even when symptoms remain severe, persistent, anatomically discordant, episodic, or outside the test’s scope.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",strongly supported,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::product_opportunities.csv::Normal-test trap explainer; B-001/B-003/B-004/B-016; research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::cases_or_examples.csv::C003/C007; quote Q003; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::main_report.md::normal-test trap; flow FM09; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::practical_implications.md::pair normal test results with symptom status,2026-05-30
RF-LI-LI-007,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-007,multiple,Patient voice protection: verbatim concern + correction path,product synthesis,"Patients report that histories are cut off, symptoms are minimized, and what matters to them is not documented in a way that survives the visit.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",strongly supported,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::quotes.csv::Q001/Q003/Q004/Q018/Q019/Q020; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::quotes.csv::Q001/Q002/Q003/Q004; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::quotes.csv::Q-001/Q-004/Q-005/Q-007; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::quotes.csv::Q001/Q004,2026-05-30
RF-LI-LI-008,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-008,multiple,Concern-by-concern visit closure,product synthesis,Multi-issue visits can close one symptom while leaving other patient-listed concerns unresolved without visible disposition.,"Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",supported by some evidence,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::cases_or_examples.csv::C002; quote Q002; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E004; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::practical_implications.md::specific safety-netting and follow-up,2026-05-30
RF-LI-LI-009,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-009,multiple,Doctor-facing concise timeline and red-flag summary,product synthesis,"Clinicians need context quickly but EHR notes, messages, repeated encounters, and copied-forward content bury relevant signals.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",strongly supported,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E015/E016/E021; quotes Q002/Q011; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::patterns.md::no one connected the dots; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::patterns.md::patient narratives reveal continuity failures earlier than structured records,2026-05-30
RF-LI-LI-010,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-010,multiple,"Missing-data checklist for family history, medication access and prior tests",product synthesis,"Family history, medication interruption, prior testing, out-of-system diagnoses, and patient/caregiver concern are treated as background rather than active diagnostic signal.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",supported by some evidence,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::cases_or_examples.csv::C005; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::cases_or_examples.csv::B-013/B-023/B-031; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E003; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::practical_implications.md::ask what happened before current visit,2026-05-30
RF-LI-LI-011,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-011,multiple,Triage red-flag co-pilot with reassessment timers,product synthesis,"Arrival, registration and triage sort urgency under pressure; red flags, worsening while waiting, and abnormal vitals can lose salience.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",strongly supported,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_maps.csv::FM01/FM02/FM04; sources S01/S03/S04/S09/S10; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E010; quote Q010; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::black_zones_by_patient_stage.csv::nurse triage/vitals; B-006/B-016; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::cases_or_examples.csv::C003/C008/C009,2026-05-30
RF-LI-LI-012,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-012,multiple,Waiting-room and pre-triage deterioration check-in,product synthesis,"Patients can deteriorate before registration, during self-service intake, or while waiting by acuity order, especially if they do not know what to report.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",region-specific,research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_maps.csv::FM02/FM04/FM05; evidence_items.csv::E004/E008; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::cases_or_examples.csv::C008/C009; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::black_zones_by_patient_stage.csv::arrival / registration; nurse triage / vitals,2026-05-30
RF-LI-LI-013,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-013,multiple,Digital intake complexity escape hatch,product synthesis,"Online triage and self-service flows can force single-symptom routing, depend on free text, omit prior high-risk history, or exclude patients with digital/language barriers.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",strongly supported,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E006/E007; quote Q005; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_maps.csv::FM05/FM06/FM07; evidence_items.csv::E006/E011; research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::cases_or_examples.csv::C002; source S033 virtual-care evidence,2026-05-30
RF-LI-LI-014,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-014,multiple,Bias and misattribution guardrail,product synthesis,"Physical symptoms may be dismissed or attributed to anxiety, stress, age, gender, substance use, difficult behavior, or mental illness before dangerous alternatives are considered.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",unsafe or needs caution,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E017/E018; quotes Q012/Q013; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::product_opportunities.csv::Bias/misattribution guardrail; B-003/B-020/B-021/B-024; research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::quotes.csv::Q009/Q010/Q014; cases C012/C014/C015; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::cases_or_examples.csv::C008; cultural_black_zone_map.md,2026-05-30
RF-LI-LI-015,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-015,multiple,Lab trend and personal-baseline explorer,product synthesis,"Clinically important change can be hidden when individual values look normal, are viewed out of sequence, or are not connected to symptoms.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",supported by some evidence,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::cases_or_examples.csv::B-001/B-014/B-015; black_zones_by_patient_stage.csv::long-term monitoring; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E015; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::reviews_or_complaints.csv::R009; source S54,2026-05-30
RF-LI-LI-016,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-016,multiple,Pending-test discharge contract,product synthesis,"Patients leave care while tests are pending, unclear, or not yet interpreted; no one knows who will act or when.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",strongly supported,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::product_opportunities.csv::Pending-test discharge contract; B-012/B-017; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_maps.csv::FM08; research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::cases_or_examples.csv::C010/C011; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E004,2026-05-30
RF-LI-LI-017,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-017,multiple,Cross-specialty pattern map,product synthesis,"Complex symptoms spanning specialties are split into GI/GYN/cardiology/neuro/psych silos, causing wrong-specialty drift or advice-only loops.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",supported by some evidence,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::product_opportunities.csv::Cross-specialty referral map; B-002/B-003/B-024/B-029/B-032; research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::patterns.md::wrong specialty or unclear referral pathway; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E013/E014; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_maps.csv::FM10/FM11,2026-05-30
RF-LI-LI-018,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-018,multiple,Patient-held record and out-of-system care import,product synthesis,"Signals from private, informal, cross-border, pharmacy, traditional, or disconnected care never enter the formal record.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",region-specific,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::evidence_items.csv::E008/E009; cases C004/C005; product_or_system_implications.md; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_notes_by_care_setting.csv::telehealth / home/community / rural settings; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::cases_or_examples.csv::B-031,2026-05-30
RF-LI-LI-019,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-019,multiple,"Language, interpreter and cultural-safety layer",product synthesis,"Language barriers, mistrust, cultural safety failures, racism, and did-not-wait patterns shape whether symptoms are voiced, believed and followed up.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",region-specific,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::sources S023/S024/S026/S027/S028; cases C008/C009/C010; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E003; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_notes_by_care_setting.csv::telehealth / public health screening / community visit,2026-05-30
RF-LI-LI-020,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-020,multiple,Low-resource diagnostic availability and stockout-aware plan,product synthesis,"A diagnostic tool may not exist, be affordable, be in stock, or be reachable; missing diagnostics can look like clinician delay unless explicitly captured.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",region-specific,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::cases_or_examples.csv::B-025/B-026/B-027; product_opportunities.csv::Low-resource diagnostic availability layer; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::cases C005/C006/C007; evidence_items E010; product implications; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E019/E020; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_maps.csv::FM12 and rural/low-resource clinic notes,2026-05-30
RF-LI-LI-021,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-021,multiple,CHW and informal-provider referral capture mode,product synthesis,Community health workers and informal/non-allopathic providers are often first assessment nodes but may not be connected to formal testing and referral loops.,"Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",region-specific,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::cases C005/C007; evidence_items E010; sources S012/S021; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::flow_maps.csv::FM12; sources S38/S40/S41/S43; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E019,2026-05-30
RF-LI-LI-022,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-022,multiple,Medication and access-as-diagnostic-clue capture,product synthesis,"Medication interruption, device/supply problems, insurance gaps, and affordability can be a direct clue to deterioration or differential diagnosis.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",supported by some evidence,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::product_opportunities.csv::Medication/access-as-diagnostic-clue; B-013/B-031; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::patterns.md::cost/transport/access barriers; research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E003,2026-05-30
RF-LI-LI-023,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-023,multiple,Note-diff and copied-forward detection,product synthesis,"Long redundant notes obscure new facts, changed assessments, unresolved problems, and copied-forward assumptions.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",supported by some evidence,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E016; product implications; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::patterns.md::no one connected the dots; normal-test trap; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::patterns.md::patient narratives reveal continuity failures,2026-05-30
RF-LI-LI-024,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-024,multiple,Workload-aware alert management and risk-ranked worklists,product synthesis,More alerts can worsen the exact overload that causes missed abnormal results and poor follow-up.,"Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",unsafe or needs caution,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::evidence_items.csv::E001/E011/E015/E021; quotes Q003/Q008/Q010/Q011; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::main_report.md::front-door workflows sort urgency before diagnosis; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::risks_and_safety_notes.md::over-alert risk,2026-05-30
RF-LI-LI-025,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-025,multiple,Patient/family deterioration escalation route,product synthesis,Family or patient concern about deterioration may be ignored or lack a route beyond repeating the same complaint.,"Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",strongly supported,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::cases_or_examples.csv::C004/C008; source S036 Martha’s Rule; quotes Q004/Q008; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::cases_or_examples.csv::C003/C008/C009; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::reviews_or_complaints.csv::R003; quotes Q004,2026-05-30
RF-LI-LI-026,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-026,multiple,Diagnosis-status clarity in patient portal,product synthesis,"Patients may see labels, referral decisions or results without knowing whether a diagnosis is confirmed, suspected, excluded, pending, or unexplained.","Implementation evaluation, local workflow observation, alert fatigue/false-positive tracking, and region-specific validation.",supported by some evidence,research_evidence_package_patient_complaints_identification_failures_2026-05-30.tar.gz::quotes.csv::Q007/Q011/Q012; product implications; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::product_opportunities.csv::Pending-test discharge contract; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::practical_implications.md::record what remains unexplained,2026-05-30
RF-LI-LI-900,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-900,multiple,One universal workflow for all countries/settings,product synthesis,"Care-flow models differ: gatekeeper, open-access, integrated, CHW-based, fragmented public/private and rural/remote.",Country-specific implementation requirements.,contradicted by evidence,research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::main_report.md; research_evidence_package_global_health_issue_identification_2026-05-30.tar.gz::care_flow_comparison.md,2026-05-30
RF-LI-LI-901,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-901,multiple,Pure single-symptom digital triage as diagnostic front door,product synthesis,Single-symptom routes can lose complexity and prior high-risk history.,Usability testing with complex multi-symptom patients.,contradicted by evidence,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::E007/Q005; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::FM05/FM06,2026-05-30
RF-LI-LI-902,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-902,multiple,More alerts for every possible missed diagnosis,product synthesis,Alert overload is itself a safety risk.,Threshold and workload studies.,unsafe or needs caution,research_evidence_package_clinician_side_diagnostic_pain_points_2026-05-30.tar.gz::E001/Q003; research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::risks_and_safety_notes.md,2026-05-30
RF-LI-LI-903,Research F living insight,research_evidence_package_product_design_synthesis_2026-05-30.tar.gz,LI-903,multiple,Predictive lab-trend alerts based on personal baseline,product synthesis,"Slow drift can hide serious disease, but evidence here supports visualization more strongly than automated prediction.",Condition-specific trend studies and clinician workflow trials.,early idea,research_evidence_package_missed_signals_diagnostic_errors_2026-05-30.tar.gz::B-001/B-014/B-015; research_evidence_package_health_system_patient_flows_2026-05-30.tar.gz::S54,2026-05-30
SHM-F001,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F001,S001,Terminology,researched facts,"In clinical/biological contexts, second brain can refer to the enteric nervous system in the gut.","This means product naming should clarify that the platform is a medical-memory concept, not gut-brain biology.",fact,S001,2026-05-30
SHM-F002,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F002,S002,Generic second brain,researched facts,"Popular second-brain systems focus on capturing, organizing, distilling, and using knowledge later.","Healthcare needs a modified model because medical memory must handle safety, uncertainty, responsibility, and review.",fact,S002,2026-05-30
SHM-F003,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F003,S003,Diagnostic process,researched facts,Diagnosis is collaborative and system-dependent.,"A health platform should support patient-clinician-team memory, not just individual patient storage.",fact,S003,2026-05-30
SHM-F004,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F004,S004,Patient digital records,researched facts,Patient-centered digital health records show possible benefits but evidence remains mixed/needs stronger studies.,Do not assume record access alone solves diagnostic continuity.,fact,S004,2026-05-30
SHM-F005,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F005,S005;S020,Patient correction,researched facts,"Shared notes can help patients identify errors, gaps, and safety blind spots.",Patient correction should be built into the product as a safety loop.,fact,S005;S020,2026-05-30
SHM-F006,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F006,S006,Loop closure,researched facts,Portal access and reading notes can be associated with better test/referral loop closure.,"Patient-visible follow-up status may improve safety, but gaps remain.",fact,S006,2026-05-30
SHM-F007,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F007,S007,Patient co-authoring,researched facts,Patients can submit previsit agenda/history information through notes/portals.,Previsit Health Thread updates are feasible.,fact,S007,2026-05-30
SHM-F008,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F008,S008,Patient diagnostic input,researched facts,"Patient/family contributions can reveal diagnostic-process risks such as repeat visits, access barriers, test/referral issues, coordination issues, and communication breakdowns.","Patient story should be treated as diagnostic-safety evidence, not just subjective narrative.",fact,S008,2026-05-30
SHM-F009,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F009,S009,Problem lists,researched facts,Problem lists and longitudinal records are important but vary in quality and need curation.,Health Threads should not simply duplicate a problem list; they should curate unresolved issues.,fact,S009,2026-05-30
SHM-F010,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F010,S010,Test results,researched facts,Closed-loop test-result communication depends on technology plus responsibility and process clarity.,"A memory platform must assign owners and states, not just display results.",fact,S010,2026-05-30
SHM-F011,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F011,S011;S012,Follow-up failures,researched facts,Missed imaging and lab follow-up can contribute to diagnostic delays or harm.,Pending/abnormal-result tracking should be a core safety feature.,fact,S011;S012,2026-05-30
SHM-F012,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F012,S013;S014,PGHD workflow,researched facts,Patient-generated health data is useful only when integrated into clinician workflow with clear responsibilities and trend-based views.,"The platform should summarize trends and baseline changes, not dump raw logs.",fact,S013;S014,2026-05-30
SHM-F013,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F013,S015,Health IT risk,researched facts,"Electronic record systems can themselves create missed, delayed, or incorrect care.","Implementation must include usability testing, feedback, safety monitoring, and governance.",fact,S015,2026-05-30
SHM-F014,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F014,S016,Clinical safety,researched facts,Digital health tools require clinical risk management and documented safety assurance.,High-risk features need hazard analysis and named clinical safety ownership.,fact,S016,2026-05-30
SHM-F015,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F015,S017,Regulation,researched facts,"Clinical decision support may fall under regulatory oversight depending on function, transparency, and intended use.","Avoid early claims of autonomous diagnosis; prioritize memory, communication, and follow-up support.",fact,S017,2026-05-30
SHM-F016,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F016,S018;S019,Interoperability,researched facts,"FHIR/SMART APIs can support access to patient records such as problems, observations, labs, notes, and documents.","Technical implementation is possible, but integration and permissions vary by market.",fact,S018;S019,2026-05-30
SHM-F017,Shared Health Memory researched fact,shared_health_memory_research_package_2026-05-30.tar.gz,F017,S021,Low-resource implementation,researched facts,"Digital health initiatives require organizational, human, technological, and financial capacity.","Low-resource adaptations may need printable summaries, SMS, CHW support, and offline-friendly workflows.",fact,S021,2026-05-30
SHM-I001,Shared Health Memory interpretation,shared_health_memory_research_package_2026-05-30.tar.gz,I001,F003;F008;F009,Shared Health Memory interpretation,interpretation,"Healthcare does not only lose data; it loses continuity across people, visits, systems, and uncertainty.","Healthcare does not only lose data; it loses continuity across people, visits, systems, and uncertainty.",strongly_supported,F003;F008;F009,2026-05-30
SHM-I002,Shared Health Memory interpretation,shared_health_memory_research_package_2026-05-30.tar.gz,I002,F002;F003;F010,Shared Health Memory interpretation,interpretation,"A generic second-brain loop should be replaced by a medical loop: Capture, Connect, Clarify, Close, Correct.","A generic second-brain loop should be replaced by a medical loop: Capture, Connect, Clarify, Close, Correct.",supported_by_evidence,F002;F003;F010,2026-05-30
SHM-I003,Shared Health Memory interpretation,shared_health_memory_research_package_2026-05-30.tar.gz,I003,F008;F009;F012,Shared Health Memory interpretation,interpretation,"The key product object should be an unresolved Health Thread rather than a file, visit, or diagnosis.","The key product object should be an unresolved Health Thread rather than a file, visit, or diagnosis.",strongly_supported,F008;F009;F012,2026-05-30
SHM-I004,Shared Health Memory interpretation,shared_health_memory_research_package_2026-05-30.tar.gz,I004,F010;F011,Shared Health Memory interpretation,interpretation,Responsibility memory is as important as symptom memory because many black zones are follow-up failures.,Responsibility memory is as important as symptom memory because many black zones are follow-up failures.,strongly_supported,F010;F011,2026-05-30
SHM-I005,Shared Health Memory interpretation,shared_health_memory_research_package_2026-05-30.tar.gz,I005,F013;F014;F015,Shared Health Memory interpretation,interpretation,The product should avoid acting as final diagnostic authority and should start as memory/communication/follow-up support.,The product should avoid acting as final diagnostic authority and should start as memory/communication/follow-up support.,strongly_supported,F013;F014;F015,2026-05-30
SHM-I006,Shared Health Memory interpretation,shared_health_memory_research_package_2026-05-30.tar.gz,I006,F012,Shared Health Memory interpretation,interpretation,"Raw patient-generated data should be transformed into clinically usable trends, baseline changes, and concise questions.","Raw patient-generated data should be transformed into clinically usable trends, baseline changes, and concise questions.",strongly_supported,F012,2026-05-30
SHM-I007,Shared Health Memory interpretation,shared_health_memory_research_package_2026-05-30.tar.gz,I007,F005;F008,Shared Health Memory interpretation,interpretation,Patient correction and patient voice protection should be treated as safety infrastructure.,Patient correction and patient voice protection should be treated as safety infrastructure.,strongly_supported,F005;F008,2026-05-30
SHM-I008,Shared Health Memory interpretation,shared_health_memory_research_package_2026-05-30.tar.gz,I008,F016;F021,Shared Health Memory interpretation,interpretation,"Implementation feasibility depends less on AI capability and more on interoperability, local workflow, governance, and resources.","Implementation feasibility depends less on AI capability and more on interoperability, local workflow, governance, and resources.",supported_by_evidence,F016;F021,2026-05-30
WB-MOD-M01,WellBe v1 module,wellbe_overview.md,M01,WELLBE-DOC-002,Foundation,WellBe v1 architecture,"Databases, storage, event bus, observability, CI/CD","Existing module to keep, extend, or reframe in v2: Infrastructure",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M02,WellBe v1 module,wellbe_overview.md,M02,WELLBE-DOC-002,Foundation,WellBe v1 architecture,"Authentication, user profiles, consent management","Existing module to keep, extend, or reframe in v2: Auth & Consent",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M03,WellBe v1 module,wellbe_overview.md,M03,WELLBE-DOC-002,Foundation,WellBe v1 architecture,Immutable store of every raw input ever received — the factory core,"Existing module to keep, extend, or reframe in v2: Raw Context Vault",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M04,WellBe v1 module,wellbe_overview.md,M04,WELLBE-DOC-002,Foundation,WellBe v1 architecture,"Classify, extract entities, score quality, produce indexed knowledge","Existing module to keep, extend, or reframe in v2: Processing Pipeline",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M31,WellBe v1 module,wellbe_overview.md,M31,WELLBE-DOC-002,Foundation,WellBe v1 architecture,Single entry point for all client communication,"Existing module to keep, extend, or reframe in v2: API Gateway",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M05,WellBe v1 module,wellbe_overview.md,M05,WELLBE-DOC-002,Domain Areas (what gets captured),WellBe v1 architecture,"Diagnoses, medications, labs, clinical documents, health standards","Existing module to keep, extend, or reframe in v2: Medical Area",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M06,WellBe v1 module,wellbe_overview.md,M06,WELLBE-DOC-002,Domain Areas (what gets captured),WellBe v1 architecture,"Mood, anxiety, stress, depression signals, journaling, therapy notes","Existing module to keep, extend, or reframe in v2: Mental / Emotional",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M07,WellBe v1 module,wellbe_overview.md,M07,WELLBE-DOC-002,Domain Areas (what gets captured),WellBe v1 architecture,"Wearable metrics, sleep, HRV, recovery, exercise","Existing module to keep, extend, or reframe in v2: Physical / Performance",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M08,WellBe v1 module,wellbe_overview.md,M08,WELLBE-DOC-002,Domain Areas (what gets captured),WellBe v1 architecture,"Work, nutrition, environment, travel, social — non-medical context that affects health","Existing module to keep, extend, or reframe in v2: Lifestyle / Context",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M09,WellBe v1 module,wellbe_overview.md,M09,WELLBE-DOC-002,Knowledge Layer,WellBe v1 architecture,"Entities, relationships, evidence-weighted connections, graph traversal","Existing module to keep, extend, or reframe in v2: Health Knowledge Graph",internal product context,wellbe_overview.md,2026-05-30
